"period","season","speccode","grid","island","resolution","n_tenkms","status"
"2007/08-10/11","W",7,"TQ34","B",10,1,"Present"
"1968-72","B",7,"IJ06","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ99","B",10,1,"Present"
"1980/81-1982/83","W",7,"NX67","B",10,1,"Present"
"1988-91","B",7,"SE12","B",10,1,"Breeding"
"2007/08-10/11","W",7,"TQ66","B",10,1,"Present"
"1980/81-1982/83","W",7,"SE81","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH67","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ68","B",10,1,"Present"
"1968-72","B",7,"IJ39","I",10,1,"Confirmed"
"1988-91","B",7,"SD98","B",10,1,"Breeding"
"1968-72","B",7,"IH90","I",10,1,"Confirmed"
"1968-72","B",7,"IH93","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"NH85","B",10,1,"Present"
"1968-72","B",7,"IH95","I",10,1,"Probable"
"2007/08-10/11","W",7,"NM69","B",10,1,"Present"
"1980/81-1982/83","W",7,"NX64","B",10,1,"Present"
"2007/08-10/11","W",7,"NN00","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ33","B",10,1,"Present"
"1988-91","B",7,"SE04","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"SH68","B",10,1,"Present"
"1968-72","B",7,"IH21","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"NO54","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ69","B",10,1,"Present"
"2007/08-10/11","W",7,"ND16","B",10,1,"Present"
"2007/08-10/11","W",7,"NB43","B",10,1,"Present"
"1988-91","B",7,"SE10","B",10,1,"Breeding"
"2007/08-10/11","W",7,"TR23","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ15","B",10,1,"Present"
"2007/08-10/11","W",7,"TG10","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ11","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH97","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ77","B",10,1,"Present"
"1988-91","B",7,"SE32","B",10,1,"Breeding"
"2007/08-10/11","W",7,"NO32","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ82","B",10,1,"Present"
"1980/81-1982/83","W",7,"NX95","B",10,1,"Present"
"2007/08-10/11","W",7,"NJ90","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ09","B",10,1,"Present"
"1968-72","B",7,"IH78","I",10,1,"Confirmed"
"2008-11","B",7,"TF16","B",10,1,"Confirmed"
"1968-72","B",7,"IH96","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"NH96","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ74","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ24","B",10,1,"Present"
"2007/08-10/11","W",7,"NH89","B",10,1,"Present"
"2007/08-10/11","W",7,"NO52","B",10,1,"Present"
"1968-72","B",7,"SP87","B",10,1,"Confirmed"
"1968-72","B",7,"IJ46","I",10,1,"Confirmed"
"1968-72","B",7,"IJ34","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"NO33","B",10,1,"Present"
"2007/08-10/11","W",7,"NG72","B",10,1,"Present"
"1980/81-1982/83","W",7,"NU20","B",10,1,"Present"
"1968-72","B",7,"TL84","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TG04","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH71","B",10,1,"Present"
"1988-91","B",7,"SE15","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"NX14","B",10,1,"Present"
"1968-72","B",7,"IH97","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ23","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ79","B",10,1,"Present"
"2007/08-10/11","W",7,"TR05","B",10,1,"Present"
"1968-72","B",7,"NY27","B",10,1,"Possible"
"1968-72","B",7,"IH83","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"NO65","B",10,1,"Present"
"2007/08-10/11","W",7,"NO30","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ63","B",10,1,"Present"
"2007/08-10/11","W",7,"TG01","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ64","B",10,1,"Present"
"2008-11","B",7,"TF15","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TR25","B",10,1,"Present"
"1988-91","B",7,"SE01","B",10,1,"Breeding"
"2008-11","B",7,"TF14","B",10,1,"Confirmed"
"1968-72","B",7,"NY25","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"NX74","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ29","B",10,1,"Present"
"1988-91","B",7,"SE31","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"NX96","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ70","B",10,1,"Present"
"1988-91","B",7,"SE05","B",10,1,"Seen"
"2008-11","B",7,"TF12","B",10,1,"Confirmed"
"2008-11","B",7,"TF18","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SJ56","B",10,1,"Present"
"2007/08-10/11","W",7,"NN83","B",10,1,"Present"
"1988-91","B",7,"SE16","B",10,1,"Breeding"
"2007/08-10/11","W",7,"NO75","B",10,1,"Present"
"1968-72","B",7,"IH98","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ98","B",10,1,"Present"
"1968-72","B",7,"IJ44","I",10,1,"Confirmed"
"1968-72","B",7,"IJ45","I",10,1,"Confirmed"
"1988-91","B",7,"SE40","B",10,1,"Breeding"
"2007/08-10/11","W",7,"NO25","B",10,1,"Present"
"2007/08-10/11","W",7,"ND25","B",10,1,"Present"
"1968-72","B",7,"NY36","B",10,1,"Probable"
"1968-72","B",7,"IH80","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"IH40","I",10,1,"Present"
"1980/81-1982/83","W",7,"IH32","I",10,1,"Present"
"2007/08-10/11","W",7,"TQ65","B",10,1,"Present"
"1968-72","B",7,"NY23","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ50","B",10,1,"Present"
"2007/08-10/11","W",7,"NO45","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH31","I",10,1,"Present"
"2007/08-10/11","W",7,"TR07","B",10,1,"Present"
"2007/08-10/11","W",7,"NO53","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ67","B",10,1,"Present"
"2007/08-10/11","W",7,"TR15","B",10,1,"Present"
"2008-11","B",7,"TF71","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TR16","B",10,1,"Present"
"1980/81-1982/83","W",7,"SE57","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ10","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ12","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ13","B",10,1,"Present"
"2008-11","B",7,"TF11","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TG12","B",10,1,"Present"
"1968-72","B",7,"IJ02","I",10,1,"Possible"
"1968-72","B",7,"IJ04","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"NX84","B",10,1,"Present"
"1980/81-1982/83","W",7,"SE77","B",10,1,"Present"
"2007/08-10/11","W",7,"NN50","B",10,1,"Present"
"1968-72","B",7,"TL81","B",10,1,"Confirmed"
"1968-72","B",7,"TM07","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"NO04","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH28","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ94","B",10,1,"Present"
"2007/08-10/11","W",7,"HU54","B",10,1,"Present"
"1980/81-1982/83","W",7,"NX06","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ52","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ97","B",10,1,"Present"
"1968-72","B",7,"IH53","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"HY31","B",10,1,"Present"
"1988-91","B",7,"SE39","B",10,1,"Seen"
"2007/08-10/11","W",7,"NH64","B",10,1,"Present"
"2007/08-10/11","W",7,"NO21","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ57","B",10,1,"Present"
"2007/08-10/11","W",7,"TR03","B",10,1,"Present"
"1988-91","B",7,"SD91","B",10,1,"Breeding"
"1968-72","B",7,"IH76","I",10,1,"Confirmed"
"1988-91","B",7,"IG90","I",10,1,"Breeding"
"1988-91","B",7,"SD90","B",10,1,"Breeding"
"2007/08-10/11","W",7,"NO51","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH57","B",10,1,"Present"
"2007/08-10/11","W",7,"NO43","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH35","I",10,1,"Present"
"1968-72","B",7,"SP86","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"NO64","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH70","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH93","B",10,1,"Present"
"1988-91","B",7,"NZ27","B",10,1,"Breeding"
"2007/08-10/11","W",7,"SJ15","B",10,1,"Present"
"1988-91","B",7,"IH00","I",10,1,"Breeding"
"1988-91","B",7,"IH03","I",10,1,"Breeding"
"1980/81-1982/83","W",7,"SH76","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH77","B",10,1,"Present"
"1988-91","B",7,"SE17","B",10,1,"Breeding"
"1968-72","B",7,"TL89","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ26","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ80","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ81","B",10,1,"Present"
"1980/81-1982/83","W",7,"SE82","B",10,1,"Present"
"2007/08-10/11","W",7,"NN53","B",10,1,"Present"
"1988-91","B",7,"SE33","B",10,1,"Breeding"
"2007/08-10/11","W",7,"TQ35","B",10,1,"Present"
"2007/08-10/11","W",7,"NN60","B",10,1,"Present"
"1980/81-1982/83","W",7,"NY03","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ88","B",10,1,"Present"
"2007/08-10/11","W",7,"HU43","B",10,1,"Present"
"2007/08-10/11","W",7,"HU46","B",10,1,"Present"
"1968-72","B",7,"IH52","I",10,1,"Confirmed"
"1988-91","B",7,"SE42","B",10,1,"Breeding"
"1968-72","B",7,"IJ27","I",10,1,"Confirmed"
"1968-72","B",7,"IJ33","I",10,1,"Possible"
"1980/81-1982/83","W",7,"SJ28","B",10,1,"Present"
"2007/08-10/11","W",7,"HY41","B",10,1,"Present"
"1968-72","B",7,"IJ47","I",10,1,"Possible"
"2007/08-10/11","W",7,"TQ60","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ61","B",10,1,"Present"
"1968-72","B",7,"IH74","I",10,1,"Probable"
"1980/81-1982/83","W",7,"SH58","B",10,1,"Present"
"2007/08-10/11","W",7,"TR04","B",10,1,"Present"
"1988-91","B",7,"SD86","B",10,1,"Breeding"
"2007/08-10/11","W",7,"NO42","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH56","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ50","B",10,1,"Present"
"1988-91","B",7,"SE47","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"IH41","I",10,1,"Present"
"2007/08-10/11","W",7,"TR13","B",10,1,"Present"
"1968-72","B",7,"IJ56","I",10,1,"Confirmed"
"1968-72","B",7,"IH86","I",10,1,"Confirmed"
"1968-72","B",7,"IL95","I",10,1,"Possible"
"1968-72","B",7,"IM04","I",10,1,"Possible"
"1980/81-1982/83","W",7,"SJ53","B",10,1,"Present"
"1968-72","B",7,"IM05","I",10,1,"Possible"
"1968-72","B",7,"IM06","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SJ58","B",10,1,"Present"
"2008-11","B",7,"TF31","B",10,1,"Possible"
"1968-72","B",7,"IH99","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"NX76","B",10,1,"Present"
"1968-72","B",7,"IH20","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ84","B",10,1,"Present"
"1968-72","B",7,"IH22","I",10,1,"Confirmed"
"1968-72","B",7,"TM05","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ85","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ36","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ86","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ40","B",10,1,"Present"
"1968-72","B",7,"IJ21","I",10,1,"Possible"
"2007/08-10/11","W",7,"NO10","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ49","B",10,1,"Present"
"1968-72","B",7,"IH51","I",10,1,"Confirmed"
"1988-91","B",7,"SD62","B",10,1,"Breeding"
"1988-91","B",7,"SD75","B",10,1,"Seen"
"1980/81-1982/83","W",7,"SJ27","B",10,1,"Present"
"2007/08-10/11","W",7,"NY03","B",10,1,"Present"
"2007/08-10/11","W",7,"HZ27","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ39","B",10,1,"Present"
"2007/08-10/11","W",7,"TR02","B",10,1,"Present"
"1988-91","B",7,"SE44","B",10,1,"Seen"
"1968-72","B",7,"IH75","I",10,1,"Probable"
"1988-91","B",7,"SD84","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"SJ43","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH55","B",10,1,"Present"
"1968-72","B",7,"IJ49","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"IH33","I",10,1,"Present"
"1968-72","B",7,"SP85","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TR06","B",10,1,"Present"
"1988-91","B",7,"IW37","I",10,1,"Breeding"
"1968-72","B",7,"NY30","B",10,1,"Probable"
"1968-72","B",7,"IJ55","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"NS45","B",10,1,"Present"
"2007/08-10/11","W",7,"NS46","B",10,1,"Present"
"2007/08-10/11","W",7,"NS47","B",10,1,"Present"
"2007/08-10/11","W",7,"NS48","B",10,1,"Present"
"2007/08-10/11","W",7,"NS49","B",10,1,"Present"
"1980/81-1982/83","W",7,"SE64","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ20","B",10,1,"Present"
"1968-72","B",7,"IH11","I",10,1,"Confirmed"
"1988-91","B",7,"SE21","B",10,1,"Breeding"
"2007/08-10/11","W",7,"TQ78","B",10,1,"Present"
"1980/81-1982/83","W",7,"NX87","B",10,1,"Present"
"1968-72","B",7,"IJ16","I",10,1,"Confirmed"
"1988-91","B",7,"SE28","B",10,1,"Breeding"
"1988-91","B",7,"SD31","B",10,1,"Seen"
"2007/08-10/11","W",7,"TQ32","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ30","B",10,1,"Present"
"2007/08-10/11","W",7,"NN81","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH24","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ41","B",10,1,"Present"
"2007/08-10/11","W",7,"NO14","B",10,1,"Present"
"2007/08-10/11","W",7,"NO20","B",10,1,"Present"
"1968-72","B",7,"IJ26","I",10,1,"Confirmed"
"1988-91","B",7,"SE36","B",10,1,"Breeding"
"2007/08-10/11","W",7,"HY40","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ55","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ38","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ54","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ59","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ58","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ45","B",10,1,"Present"
"2007/08-10/11","W",7,"TR01","B",10,1,"Present"
"1988-91","B",7,"SD83","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"SJ42","B",10,1,"Present"
"1988-91","B",7,"SD81","B",10,1,"Breeding"
"1968-72","B",7,"IJ53","I",10,1,"Possible"
"1968-72","B",7,"IJ54","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"SJ11","B",10,1,"Present"
"1988-91","B",7,"IG86","I",10,1,"Breeding"
"2007/08-10/11","W",7,"TR12","B",10,1,"Present"
"2007/08-10/11","W",7,"SJ08","B",10,1,"Present"
"2008-11","B",7,"TF17","B",10,1,"Probable"
"2008-11","B",7,"NN50","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"ST87","B",10,1,"Present"
"2007/08-10/11","W",7,"SJ17","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH42","I",10,1,"Present"
"2008-11","B",7,"TF19","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SH78","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH87","B",10,1,"Present"
"1968-72","B",7,"TL91","B",10,1,"Confirmed"
"1968-72","B",7,"TL93","B",10,1,"Confirmed"
"1988-91","B",7,"SE29","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"NX88","B",10,1,"Present"
"1968-72","B",7,"IH19","I",10,1,"Confirmed"
"1968-72","B",7,"IJ14","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SJ20","B",10,1,"Present"
"2007/08-10/11","W",7,"NN57","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH27","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ87","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ21","B",10,1,"Present"
"2007/08-10/11","W",7,"HU44","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ48","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ44","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ45","B",10,1,"Present"
"1988-91","B",7,"SE37","B",10,1,"Breeding"
"1988-91","B",7,"IH34","I",10,1,"Breeding"
"1968-72","B",7,"IH63","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SJ41","B",10,1,"Present"
"2007/08-10/11","W",7,"NY08","B",10,1,"Present"
"2008-11","B",7,"TF55","B",10,1,"Confirmed"
"1968-72","B",7,"IH72","I",10,1,"Confirmed"
"1968-72","B",7,"IH71","I",10,1,"Confirmed"
"2008-11","B",7,"TF61","B",10,1,"Confirmed"
"1968-72","B",7,"IH65","I",10,1,"Confirmed"
"2008-11","B",7,"TF60","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SH53","B",10,1,"Present"
"2008-11","B",7,"TF10","B",10,1,"Confirmed"
"1988-91","B",7,"SE46","B",10,1,"Seen"
"2008-11","B",7,"TF92","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"NS39","B",10,1,"Present"
"1988-91","B",7,"SE50","B",10,1,"Breeding"
"2008-11","B",7,"TG00","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SJ54","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ55","B",10,1,"Present"
"2007/08-10/11","W",7,"SJ73","B",10,1,"Present"
"1988-91","B",7,"SE57","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"SJ57","B",10,1,"Present"
"1988-91","B",7,"SE58","B",10,1,"Breeding"
"1968-72","B",7,"IM08","I",10,1,"Confirmed"
"1988-91","B",7,"SE19","B",10,1,"Breeding"
"1988-91","B",7,"SE20","B",10,1,"Breeding"
"1968-72","B",7,"TL98","B",10,1,"Confirmed"
"1968-72","B",7,"IJ08","I",10,1,"Confirmed"
"1988-91","B",7,"SE30","B",10,1,"Breeding"
"1988-91","B",7,"SD29","B",10,1,"Seen"
"1968-72","B",7,"TM02","B",10,1,"Confirmed"
"1988-91","B",7,"NO55","B",10,1,"Seen"
"2008-11","B",7,"TF45","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"NY02","B",10,1,"Present"
"1968-72","B",7,"TM09","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ89","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ92","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ96","B",10,1,"Present"
"2008-11","B",7,"TF50","B",10,1,"Confirmed"
"1988-91","B",7,"SD70","B",10,1,"Breeding"
"2007/08-10/11","W",7,"TQ53","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH96","I",10,1,"Present"
"2007/08-10/11","W",7,"TQ56","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH48","B",10,1,"Present"
"1988-91","B",7,"SD60","B",10,1,"Breeding"
"2008-11","B",7,"TF63","B",10,1,"Probable"
"1980/81-1982/83","W",7,"SJ37","B",10,1,"Present"
"1988-91","B",7,"IT10","I",10,1,"Breeding"
"2008-11","B",7,"TF58","B",10,1,"Confirmed"
"1988-91","B",7,"IV98","I",10,1,"Seen"
"2008-11","B",7,"TF74","B",10,1,"Confirmed"
"2008-11","B",7,"TF91","B",10,1,"Probable"
"1968-72","B",7,"NY11","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"IH30","I",10,1,"Present"
"1968-72","B",7,"NY22","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"NT68","B",10,1,"Present"
"1988-91","B",7,"IW36","I",10,1,"Seen"
"1968-72","B",7,"SK21","B",10,1,"Confirmed"
"1968-72","B",7,"TL80","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"NU14","B",10,1,"Present"
"2007/08-10/11","W",7,"SC49","B",10,1,"Present"
"2007/08-10/11","W",7,"SD09","B",10,1,"Present"
"2007/08-10/11","W",7,"SD16","B",10,1,"Present"
"2007/08-10/11","W",7,"TG11","B",10,1,"Present"
"2007/08-10/11","W",7,"SD19","B",10,1,"Present"
"1968-72","B",7,"IH07","I",10,1,"Confirmed"
"1988-91","B",7,"SE24","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"SE80","B",10,1,"Present"
"1968-72","B",7,"TL99","B",10,1,"Confirmed"
"1968-72","B",7,"IJ07","I",10,1,"Confirmed"
"2008-11","B",7,"TF35","B",10,1,"Possible"
"1980/81-1982/83","W",7,"SJ17","B",10,1,"Present"
"1980/81-1982/83","W",7,"NX97","B",10,1,"Present"
"2008-11","B",7,"TF39","B",10,1,"Confirmed"
"1968-72","B",7,"IJ18","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ37","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ47","B",10,1,"Present"
"2007/08-10/11","W",7,"HP61","B",10,1,"Present"
"2007/08-10/11","W",7,"TQ43","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH95","I",10,1,"Present"
"1980/81-1982/83","W",7,"SJ25","B",10,1,"Present"
"1968-72","B",7,"IH61","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SJ29","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ35","B",10,1,"Present"
"2008-11","B",7,"TF51","B",10,1,"Confirmed"
"1968-72","B",7,"IH70","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SH52","B",10,1,"Present"
"1968-72","B",7,"IH64","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"IC21","I",10,1,"Present"
"1980/81-1982/83","W",7,"SH50","B",10,1,"Present"
"1988-91","B",7,"SD80","B",10,1,"Breeding"
"2008-11","B",7,"TF08","B",10,1,"Probable"
"1980/81-1982/83","W",7,"SJ47","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ49","B",10,1,"Present"
"1968-72","B",7,"SD55","B",10,1,"Confirmed"
"1988-91","B",7,"IG81","I",10,1,"Seen"
"1988-91","B",7,"IG85","I",10,1,"Seen"
"2007/08-10/11","W",7,"ST92","B",10,1,"Present"
"1968-72","B",7,"SP83","B",10,1,"Confirmed"
"1968-72","B",7,"SP80","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"IT12","I",10,1,"Present"
"2007/08-10/11","W",7,"SJ18","B",10,1,"Present"
"1968-72","B",7,"NY76","B",10,1,"Confirmed"
"2008-11","B",7,"TF20","B",10,1,"Confirmed"
"2008-11","B",7,"TF21","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SH88","B",10,1,"Present"
"1968-72","B",7,"IH13","I",10,1,"Confirmed"
"1988-91","B",7,"SE26","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"IH75","I",10,1,"Present"
"1968-72","B",7,"TM00","B",10,1,"Confirmed"
"1968-72","B",7,"TM01","B",10,1,"Confirmed"
"1988-91","B",7,"SD17","B",10,1,"Breeding"
"1968-72","B",7,"IJ17","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SE90","B",10,1,"Present"
"1968-72","B",7,"IH23","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"IH91","I",10,1,"Present"
"1968-72","B",7,"IJ23","I",10,1,"Confirmed"
"1968-72","B",7,"IJ25","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"TQ91","B",10,1,"Present"
"1980/81-1982/83","W",7,"SH38","B",10,1,"Present"
"1968-72","B",7,"IH50","I",10,1,"Possible"
"2007/08-10/11","W",7,"NX97","B",10,1,"Present"
"1988-91","B",7,"SD72","B",10,1,"Breeding"
"1988-91","B",7,"SD73","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"SH47","B",10,1,"Present"
"2007/08-10/11","W",7,"NY04","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH98","I",10,1,"Present"
"1968-72","B",7,"IT01","I",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SH49","B",10,1,"Present"
"2008-11","B",7,"TF57","B",10,1,"Confirmed"
"1968-72","B",7,"SD34","B",10,1,"Probable"
"1968-72","B",7,"SD41","B",10,1,"Confirmed"
"2008-11","B",7,"TF07","B",10,1,"Probable"
"1968-72","B",7,"NX87","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"SH93","B",10,1,"Present"
"1988-91","B",7,"SE45","B",10,1,"Breeding"
"1968-72","B",7,"SD60","B",10,1,"Confirmed"
"1968-72","B",7,"SD58","B",10,1,"Confirmed"
"1980/81-1982/83","W",7,"SJ51","B",10,1,"Present"
"2008-11","B",7,"TG02","B",10,1,"Confirmed"
"2007/08-10/11","W",7,"SJ69","B",10,1,"Present"
"1968-72","B",7,"SD61","B",10,1,"Confirmed"
"1988-91","B",7,"SE51","B",10,1,"Breeding"
"1968-72","B",7,"SD62","B",10,1,"Confirmed"
"1988-91","B",7,"SE61","B",10,1,"Breeding"
"2007/08-10/11","W",7,"TR34","B",10,1,"Present"
"2008-11","B",7,"TF27","B",10,1,"Confirmed"
"1968-72","B",7,"IH15","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"NR36","B",10,1,"Present"
"1988-91","B",7,"SE27","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"SJ08","B",10,1,"Present"
"1980/81-1982/83","W",7,"SJ10","B",10,1,"Present"
"1988-91","B",7,"SD26","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"SJ18","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH83","I",10,1,"Present"
"1980/81-1982/83","W",7,"SE92","B",10,1,"Present"
"1968-72","B",7,"TM15","B",10,1,"Possible"
"2007/08-10/11","W",7,"HU32","B",10,1,"Present"
"2007/08-10/11","W",7,"HU31","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH94","I",10,1,"Present"
"1988-91","B",7,"IH32","I",10,1,"Breeding"
"1968-72","B",7,"IH60","I",10,1,"Confirmed"
"2007/08-10/11","W",7,"NY01","B",10,1,"Present"
"1980/81-1982/83","W",7,"IH97","I",10,1,"Present"
"2007/08-10/11","W",7,"IH72","I",10,1,"Present"
"1980/81-1982/83","W",7,"NY45","B",10,1,"Present"
"2007/08-10/11","W",7,"WV75","B",10,1,"Present"
"1988-91","B",7,"SD61","B",10,1,"Breeding"
"1980/81-1982/83","W",7,"IH99","I",10,1,"Present"
"1980/81-1982/83","W",7,"IX17","I",10,1,"Present"
"2007/08-10/11","W",7,"IC22","I",10,1,"Present"
"2007/08-10/11","W",7,"NS33","B",10,1,"Present"
"1968-72","B",7,"SD44","B",10,1,"Confirmed"
"2008-11","B",7,"TF84","B",10,1,"Confirmed"
"1968-72","B",7,"SD47","B",10,1,"Probable"
"1988-91","B",7,"IW97","I",10,1,"Breeding"
"2007/08-10/11","W",7,"NS38","B",10,1,"Present"
