"period","season","speccode","grid","island","resolution","n_tenkms","status"
"1968-72","B",1,"HP40","B",10,1,"Confirmed"
"1968-72","B",1,"HP50","B",10,1,"Confirmed"
"1968-72","B",1,"HP51","B",10,1,"Confirmed"
"1968-72","B",1,"HP60","B",10,1,"Confirmed"
"1968-72","B",1,"HP61","B",10,1,"Confirmed"
"1968-72","B",1,"HT93","B",10,1,"Confirmed"
"1968-72","B",1,"HT94","B",10,1,"Confirmed"
"1968-72","B",1,"HU14","B",10,1,"Probable"
"1968-72","B",1,"HU15","B",10,1,"Confirmed"
"1968-72","B",1,"HU16","B",10,1,"Confirmed"
"1968-72","B",1,"HU24","B",10,1,"Confirmed"
"1968-72","B",1,"HU25","B",10,1,"Confirmed"
"1968-72","B",1,"HU26","B",10,1,"Confirmed"
"1968-72","B",1,"HU27","B",10,1,"Confirmed"
"1968-72","B",1,"HU28","B",10,1,"Confirmed"
"1968-72","B",1,"HU31","B",10,1,"Possible"
"1968-72","B",1,"HU32","B",10,1,"Probable"
"1968-72","B",1,"HU33","B",10,1,"Probable"
"1968-72","B",1,"HU34","B",10,1,"Confirmed"
"1968-72","B",1,"HU35","B",10,1,"Confirmed"
"1968-72","B",1,"HU36","B",10,1,"Confirmed"
"1968-72","B",1,"HU37","B",10,1,"Confirmed"
"1968-72","B",1,"HU38","B",10,1,"Confirmed"
"1968-72","B",1,"HU39","B",10,1,"Confirmed"
"1968-72","B",1,"HU41","B",10,1,"Confirmed"
"1968-72","B",1,"HU42","B",10,1,"Confirmed"
"1968-72","B",1,"HU43","B",10,1,"Confirmed"
"1968-72","B",1,"HU44","B",10,1,"Confirmed"
"1968-72","B",1,"HU45","B",10,1,"Confirmed"
"1968-72","B",1,"HU46","B",10,1,"Confirmed"
"1968-72","B",1,"HU47","B",10,1,"Confirmed"
"1968-72","B",1,"HU48","B",10,1,"Confirmed"
"1968-72","B",1,"HU49","B",10,1,"Confirmed"
"1968-72","B",1,"HU53","B",10,1,"Confirmed"
"1968-72","B",1,"HU54","B",10,1,"Confirmed"
"1968-72","B",1,"HU55","B",10,1,"Possible"
"1968-72","B",1,"HU56","B",10,1,"Confirmed"
"1968-72","B",1,"HU57","B",10,1,"Confirmed"
"1968-72","B",1,"HU58","B",10,1,"Confirmed"
"1968-72","B",1,"HU59","B",10,1,"Confirmed"
"1968-72","B",1,"HU68","B",10,1,"Confirmed"
"1968-72","B",1,"HU69","B",10,1,"Confirmed"
"1968-72","B",1,"HY10","B",10,1,"Confirmed"
"1968-72","B",1,"HY20","B",10,1,"Confirmed"
"1968-72","B",1,"HY22","B",10,1,"Confirmed"
"1968-72","B",1,"HY30","B",10,1,"Confirmed"
"1968-72","B",1,"HY31","B",10,1,"Confirmed"
"1968-72","B",1,"HY32","B",10,1,"Confirmed"
"1968-72","B",1,"HY33","B",10,1,"Confirmed"
"1968-72","B",1,"HY40","B",10,1,"Confirmed"
"1968-72","B",1,"HY42","B",10,1,"Probable"
"1968-72","B",1,"HY43","B",10,1,"Confirmed"
"1968-72","B",1,"HY50","B",10,1,"Confirmed"
"1968-72","B",1,"HY53","B",10,1,"Confirmed"
"1968-72","B",1,"HY62","B",10,1,"Confirmed"
"1968-72","B",1,"NA91","B",10,1,"Confirmed"
"1968-72","B",1,"NB01","B",10,1,"Confirmed"
"1968-72","B",1,"NB02","B",10,1,"Probable"
"1968-72","B",1,"NB03","B",10,1,"Possible"
"1968-72","B",1,"NB10","B",10,1,"Confirmed"
"1968-72","B",1,"NB11","B",10,1,"Confirmed"
"1968-72","B",1,"NB12","B",10,1,"Confirmed"
"1968-72","B",1,"NB13","B",10,1,"Possible"
"1968-72","B",1,"NB20","B",10,1,"Possible"
"1968-72","B",1,"NB21","B",10,1,"Possible"
"1968-72","B",1,"NB22","B",10,1,"Confirmed"
"1968-72","B",1,"NB23","B",10,1,"Confirmed"
"1968-72","B",1,"NB24","B",10,1,"Confirmed"
"1968-72","B",1,"NB30","B",10,1,"Confirmed"
"1968-72","B",1,"NB31","B",10,1,"Confirmed"
"1968-72","B",1,"NB33","B",10,1,"Confirmed"
"1968-72","B",1,"NB43","B",10,1,"Possible"
"1968-72","B",1,"NB44","B",10,1,"Confirmed"
"1968-72","B",1,"NB45","B",10,1,"Possible"
"1968-72","B",1,"NB54","B",10,1,"Confirmed"
"1968-72","B",1,"NB55","B",10,1,"Confirmed"
"1968-72","B",1,"NB56","B",10,1,"Possible"
"1968-72","B",1,"NB91","B",10,1,"Possible"
"1968-72","B",1,"NC01","B",10,1,"Confirmed"
"1968-72","B",1,"NC02","B",10,1,"Confirmed"
"1968-72","B",1,"NC03","B",10,1,"Possible"
"1968-72","B",1,"NC10","B",10,1,"Confirmed"
"1968-72","B",1,"NC11","B",10,1,"Confirmed"
"1968-72","B",1,"NC12","B",10,1,"Confirmed"
"1968-72","B",1,"NC13","B",10,1,"Confirmed"
"1968-72","B",1,"NC14","B",10,1,"Confirmed"
"1968-72","B",1,"NC15","B",10,1,"Confirmed"
"1968-72","B",1,"NC21","B",10,1,"Confirmed"
"1968-72","B",1,"NC22","B",10,1,"Probable"
"1968-72","B",1,"NC23","B",10,1,"Confirmed"
"1968-72","B",1,"NC24","B",10,1,"Confirmed"
"1968-72","B",1,"NC25","B",10,1,"Confirmed"
"1968-72","B",1,"NC26","B",10,1,"Probable"
"1968-72","B",1,"NC27","B",10,1,"Confirmed"
"1968-72","B",1,"NC30","B",10,1,"Probable"
"1968-72","B",1,"NC32","B",10,1,"Confirmed"
"1968-72","B",1,"NC33","B",10,1,"Probable"
"1968-72","B",1,"NC34","B",10,1,"Probable"
"1968-72","B",1,"NC35","B",10,1,"Probable"
"1968-72","B",1,"NC36","B",10,1,"Confirmed"
"1968-72","B",1,"NC40","B",10,1,"Possible"
"1968-72","B",1,"NC41","B",10,1,"Confirmed"
"1968-72","B",1,"NC42","B",10,1,"Confirmed"
"1968-72","B",1,"NC45","B",10,1,"Possible"
"1968-72","B",1,"NC46","B",10,1,"Confirmed"
"1968-72","B",1,"NC50","B",10,1,"Probable"
"1968-72","B",1,"NC51","B",10,1,"Confirmed"
"1968-72","B",1,"NC52","B",10,1,"Confirmed"
"1968-72","B",1,"NC53","B",10,1,"Confirmed"
"1968-72","B",1,"NC54","B",10,1,"Confirmed"
"1968-72","B",1,"NC55","B",10,1,"Confirmed"
"1968-72","B",1,"NC56","B",10,1,"Confirmed"
"1968-72","B",1,"NC61","B",10,1,"Confirmed"
"1968-72","B",1,"NC62","B",10,1,"Confirmed"
"1968-72","B",1,"NC63","B",10,1,"Confirmed"
"1968-72","B",1,"NC64","B",10,1,"Confirmed"
"1968-72","B",1,"NC65","B",10,1,"Confirmed"
"1968-72","B",1,"NC66","B",10,1,"Confirmed"
"1968-72","B",1,"NC71","B",10,1,"Confirmed"
"1968-72","B",1,"NC72","B",10,1,"Probable"
"1968-72","B",1,"NC73","B",10,1,"Possible"
"1968-72","B",1,"NC74","B",10,1,"Possible"
"1968-72","B",1,"NC75","B",10,1,"Confirmed"
"1968-72","B",1,"NC76","B",10,1,"Confirmed"
"1968-72","B",1,"NC80","B",10,1,"Possible"
"1968-72","B",1,"NC83","B",10,1,"Confirmed"
"1968-72","B",1,"NC85","B",10,1,"Confirmed"
"1968-72","B",1,"NC86","B",10,1,"Confirmed"
"1968-72","B",1,"NC95","B",10,1,"Confirmed"
"1968-72","B",1,"NC96","B",10,1,"Probable"
"1968-72","B",1,"ND04","B",10,1,"Confirmed"
"1968-72","B",1,"ND05","B",10,1,"Confirmed"
"1968-72","B",1,"ND13","B",10,1,"Confirmed"
"1968-72","B",1,"ND14","B",10,1,"Possible"
"1968-72","B",1,"ND17","B",10,1,"Confirmed"
"1968-72","B",1,"ND19","B",10,1,"Possible"
"1968-72","B",1,"ND23","B",10,1,"Confirmed"
"1968-72","B",1,"ND24","B",10,1,"Probable"
"1968-72","B",1,"ND27","B",10,1,"Confirmed"
"1968-72","B",1,"ND28","B",10,1,"Confirmed"
"1968-72","B",1,"ND29","B",10,1,"Confirmed"
"1968-72","B",1,"ND35","B",10,1,"Possible"
"1968-72","B",1,"ND37","B",10,1,"Confirmed"
"1968-72","B",1,"NF72","B",10,1,"Confirmed"
"1968-72","B",1,"NF83","B",10,1,"Probable"
"1968-72","B",1,"NF84","B",10,1,"Confirmed"
"1968-72","B",1,"NF86","B",10,1,"Confirmed"
"1968-72","B",1,"NF87","B",10,1,"Confirmed"
"1968-72","B",1,"NF96","B",10,1,"Confirmed"
"1968-72","B",1,"NF97","B",10,1,"Possible"
"1968-72","B",1,"NF98","B",10,1,"Possible"
"1968-72","B",1,"NF99","B",10,1,"Possible"
"1968-72","B",1,"NG08","B",10,1,"Probable"
"1968-72","B",1,"NG09","B",10,1,"Confirmed"
"1968-72","B",1,"NG14","B",10,1,"Probable"
"1968-72","B",1,"NG24","B",10,1,"Possible"
"1968-72","B",1,"NG25","B",10,1,"Confirmed"
"1968-72","B",1,"NG30","B",10,1,"Confirmed"
"1968-72","B",1,"NG32","B",10,1,"Confirmed"
"1968-72","B",1,"NG33","B",10,1,"Confirmed"
"1968-72","B",1,"NG34","B",10,1,"Confirmed"
"1968-72","B",1,"NG35","B",10,1,"Possible"
"1968-72","B",1,"NG40","B",10,1,"Confirmed"
"1968-72","B",1,"NG41","B",10,1,"Confirmed"
"1968-72","B",1,"NG42","B",10,1,"Probable"
"1968-72","B",1,"NG45","B",10,1,"Confirmed"
"1968-72","B",1,"NG46","B",10,1,"Confirmed"
"1968-72","B",1,"NG50","B",10,1,"Confirmed"
"1968-72","B",1,"NG51","B",10,1,"Confirmed"
"1968-72","B",1,"NG53","B",10,1,"Confirmed"
"1968-72","B",1,"NG54","B",10,1,"Confirmed"
"1968-72","B",1,"NG55","B",10,1,"Confirmed"
"1968-72","B",1,"NG56","B",10,1,"Probable"
"1968-72","B",1,"NG60","B",10,1,"Probable"
"1968-72","B",1,"NG61","B",10,1,"Confirmed"
"1968-72","B",1,"NG62","B",10,1,"Confirmed"
"1968-72","B",1,"NG65","B",10,1,"Possible"
"1968-72","B",1,"NG70","B",10,1,"Possible"
"1968-72","B",1,"NG71","B",10,1,"Possible"
"1968-72","B",1,"NG72","B",10,1,"Probable"
"1968-72","B",1,"NG74","B",10,1,"Possible"
"1968-72","B",1,"NG75","B",10,1,"Confirmed"
"1968-72","B",1,"NG76","B",10,1,"Confirmed"
"1968-72","B",1,"NG77","B",10,1,"Confirmed"
"1968-72","B",1,"NG78","B",10,1,"Probable"
"1968-72","B",1,"NG79","B",10,1,"Confirmed"
"1968-72","B",1,"NG81","B",10,1,"Possible"
"1968-72","B",1,"NG83","B",10,1,"Possible"
"1968-72","B",1,"NG85","B",10,1,"Probable"
"1968-72","B",1,"NG86","B",10,1,"Confirmed"
"1968-72","B",1,"NG87","B",10,1,"Probable"
"1968-72","B",1,"NG88","B",10,1,"Possible"
"1968-72","B",1,"NG89","B",10,1,"Confirmed"
"1968-72","B",1,"NG92","B",10,1,"Possible"
"1968-72","B",1,"NG93","B",10,1,"Possible"
"1968-72","B",1,"NG95","B",10,1,"Confirmed"
"1968-72","B",1,"NG96","B",10,1,"Confirmed"
"1968-72","B",1,"NG97","B",10,1,"Confirmed"
"1968-72","B",1,"NG98","B",10,1,"Confirmed"
"1968-72","B",1,"NG99","B",10,1,"Probable"
"1968-72","B",1,"NH04","B",10,1,"Confirmed"
"1968-72","B",1,"NH05","B",10,1,"Confirmed"
"1968-72","B",1,"NH07","B",10,1,"Confirmed"
"1968-72","B",1,"NH09","B",10,1,"Confirmed"
"1968-72","B",1,"NH10","B",10,1,"Probable"
"1968-72","B",1,"NH12","B",10,1,"Possible"
"1968-72","B",1,"NH15","B",10,1,"Confirmed"
"1968-72","B",1,"NH16","B",10,1,"Possible"
"1968-72","B",1,"NH17","B",10,1,"Confirmed"
"1968-72","B",1,"NH18","B",10,1,"Possible"
"1968-72","B",1,"NH19","B",10,1,"Confirmed"
"1968-72","B",1,"NH20","B",10,1,"Possible"
"1968-72","B",1,"NH22","B",10,1,"Confirmed"
"1968-72","B",1,"NH23","B",10,1,"Probable"
"1968-72","B",1,"NH25","B",10,1,"Probable"
"1968-72","B",1,"NH26","B",10,1,"Possible"
"1968-72","B",1,"NH33","B",10,1,"Probable"
"1968-72","B",1,"NH35","B",10,1,"Probable"
"1968-72","B",1,"NH51","B",10,1,"Possible"
"1968-72","B",1,"NH52","B",10,1,"Probable"
"1968-72","B",1,"NH56","B",10,1,"Confirmed"
"1968-72","B",1,"NH69","B",10,1,"Confirmed"
"1968-72","B",1,"NH77","B",10,1,"Confirmed"
"1968-72","B",1,"NH78","B",10,1,"Confirmed"
"1968-72","B",1,"NM15","B",10,1,"Possible"
"1968-72","B",1,"NM25","B",10,1,"Confirmed"
"1968-72","B",1,"NM26","B",10,1,"Probable"
"1968-72","B",1,"NM35","B",10,1,"Possible"
"1968-72","B",1,"NM39","B",10,1,"Confirmed"
"1968-72","B",1,"NM42","B",10,1,"Confirmed"
"1968-72","B",1,"NM45","B",10,1,"Confirmed"
"1968-72","B",1,"NM46","B",10,1,"Probable"
"1968-72","B",1,"NM48","B",10,1,"Probable"
"1968-72","B",1,"NM49","B",10,1,"Confirmed"
"1968-72","B",1,"NM52","B",10,1,"Probable"
"1968-72","B",1,"NM54","B",10,1,"Confirmed"
"1968-72","B",1,"NM56","B",10,1,"Probable"
"1968-72","B",1,"NM57","B",10,1,"Possible"
"1968-72","B",1,"NM60","B",10,1,"Possible"
"1968-72","B",1,"NM62","B",10,1,"Probable"
"1968-72","B",1,"NM63","B",10,1,"Probable"
"1968-72","B",1,"NM65","B",10,1,"Probable"
"1968-72","B",1,"NM66","B",10,1,"Confirmed"
"1968-72","B",1,"NM67","B",10,1,"Possible"
"1968-72","B",1,"NM68","B",10,1,"Confirmed"
"1968-72","B",1,"NM69","B",10,1,"Confirmed"
"1968-72","B",1,"NM74","B",10,1,"Confirmed"
"1968-72","B",1,"NM76","B",10,1,"Possible"
"1968-72","B",1,"NM77","B",10,1,"Confirmed"
"1968-72","B",1,"NM79","B",10,1,"Possible"
"1968-72","B",1,"NM81","B",10,1,"Possible"
"1968-72","B",1,"NM85","B",10,1,"Confirmed"
"1968-72","B",1,"NM86","B",10,1,"Probable"
"1968-72","B",1,"NM88","B",10,1,"Probable"
"1968-72","B",1,"NM90","B",10,1,"Possible"
"1968-72","B",1,"NM93","B",10,1,"Possible"
"1968-72","B",1,"NM94","B",10,1,"Possible"
"1968-72","B",1,"NM95","B",10,1,"Probable"
"1968-72","B",1,"NM96","B",10,1,"Confirmed"
"1968-72","B",1,"NM97","B",10,1,"Possible"
"1968-72","B",1,"NM98","B",10,1,"Probable"
"1968-72","B",1,"NN11","B",10,1,"Possible"
"1968-72","B",1,"NN21","B",10,1,"Probable"
"1968-72","B",1,"NN32","B",10,1,"Confirmed"
"1968-72","B",1,"NN35","B",10,1,"Probable"
"1968-72","B",1,"NN38","B",10,1,"Possible"
"1968-72","B",1,"NN40","B",10,1,"Probable"
"1968-72","B",1,"NN45","B",10,1,"Probable"
"1968-72","B",1,"NN48","B",10,1,"Confirmed"
"1968-72","B",1,"NN55","B",10,1,"Confirmed"
"1968-72","B",1,"NN56","B",10,1,"Possible"
"1968-72","B",1,"NN65","B",10,1,"Probable"
"1968-72","B",1,"NN66","B",10,1,"Possible"
"1968-72","B",1,"NN78","B",10,1,"Probable"
"1968-72","B",1,"NR24","B",10,1,"Confirmed"
"1968-72","B",1,"NR25","B",10,1,"Possible"
"1968-72","B",1,"NR26","B",10,1,"Confirmed"
"1968-72","B",1,"NR27","B",10,1,"Probable"
"1968-72","B",1,"NR34","B",10,1,"Possible"
"1968-72","B",1,"NR35","B",10,1,"Confirmed"
"1968-72","B",1,"NR36","B",10,1,"Confirmed"
"1968-72","B",1,"NR37","B",10,1,"Confirmed"
"1968-72","B",1,"NR38","B",10,1,"Probable"
"1968-72","B",1,"NR39","B",10,1,"Confirmed"
"1968-72","B",1,"NR45","B",10,1,"Confirmed"
"1968-72","B",1,"NR46","B",10,1,"Possible"
"1968-72","B",1,"NR47","B",10,1,"Probable"
"1968-72","B",1,"NR57","B",10,1,"Probable"
"1968-72","B",1,"NR58","B",10,1,"Confirmed"
"1968-72","B",1,"NR65","B",10,1,"Possible"
"1968-72","B",1,"NR68","B",10,1,"Confirmed"
"1968-72","B",1,"NR69","B",10,1,"Confirmed"
"1968-72","B",1,"NR73","B",10,1,"Possible"
"1968-72","B",1,"NR74","B",10,1,"Confirmed"
"1968-72","B",1,"NR75","B",10,1,"Possible"
"1968-72","B",1,"NR76","B",10,1,"Confirmed"
"1968-72","B",1,"NR77","B",10,1,"Probable"
"1968-72","B",1,"NR79","B",10,1,"Possible"
"1968-72","B",1,"NR84","B",10,1,"Possible"
"1968-72","B",1,"NR85","B",10,1,"Confirmed"
"1968-72","B",1,"NR87","B",10,1,"Possible"
"1968-72","B",1,"NR88","B",10,1,"Confirmed"
"1968-72","B",1,"NR93","B",10,1,"Confirmed"
"1968-72","B",1,"NR94","B",10,1,"Confirmed"
"1968-72","B",1,"NR95","B",10,1,"Probable"
"1968-72","B",1,"NR97","B",10,1,"Possible"
"1968-72","B",1,"NR98","B",10,1,"Possible"
"1968-72","B",1,"NS07","B",10,1,"Confirmed"
"1968-72","B",1,"NS26","B",10,1,"Possible"
"1968-72","B",1,"NS27","B",10,1,"Confirmed"
"1968-72","B",1,"IB81","I",10,1,"Confirmed"
"1968-72","B",1,"IB92","I",10,1,"Confirmed"
"1968-72","B",1,"IC01","I",10,1,"Possible"
"1968-72","B",1,"IC02","I",10,1,"Confirmed"
"1968-72","B",1,"IC34","I",10,1,"Possible"
"1968-72","B",1,"IG69","I",10,1,"Probable"
"1968-72","B",1,"IG87","I",10,1,"Possible"
"2008-11","B",1,"NR77","B",10,1,"Probable"
"2008-11","B",1,"NR82","B",10,1,"Probable"
"2008-11","B",1,"NR83","B",10,1,"Confirmed"
"2008-11","B",1,"NR84","B",10,1,"Confirmed"
"2008-11","B",1,"NR85","B",10,1,"Probable"
"2008-11","B",1,"NR86","B",10,1,"Confirmed"
"2008-11","B",1,"NR87","B",10,1,"Possible"
"2008-11","B",1,"NR92","B",10,1,"Confirmed"
"2008-11","B",1,"NR93","B",10,1,"Confirmed"
"2008-11","B",1,"NR94","B",10,1,"Confirmed"
"2008-11","B",1,"NR95","B",10,1,"Confirmed"
"2008-11","B",1,"NR96","B",10,1,"Probable"
"2008-11","B",1,"NR97","B",10,1,"Confirmed"
"2008-11","B",1,"NR98","B",10,1,"Probable"
"2008-11","B",1,"NR99","B",10,1,"Confirmed"
"2008-11","B",1,"NS02","B",10,1,"Probable"
"2008-11","B",1,"NS03","B",10,1,"Confirmed"
"2008-11","B",1,"NS04","B",10,1,"Probable"
"2008-11","B",1,"NS06","B",10,1,"Possible"
"2008-11","B",1,"NS07","B",10,1,"Confirmed"
"2008-11","B",1,"NS08","B",10,1,"Probable"
"2008-11","B",1,"NS19","B",10,1,"Possible"
"2008-11","B",1,"NS27","B",10,1,"Probable"
"2008-11","B",1,"NS47","B",10,1,"Probable"
"2008-11","B",1,"NS78","B",10,1,"Probable"
"2008-11","B",1,"IB71","I",10,1,"Confirmed"
"2008-11","B",1,"IB82","I",10,1,"Confirmed"
"2008-11","B",1,"IB92","I",10,1,"Confirmed"
"2008-11","B",1,"IB93","I",10,1,"Probable"
"2008-11","B",1,"IC01","I",10,1,"Probable"
"2008-11","B",1,"IC02","I",10,1,"Confirmed"
"2008-11","B",1,"IC03","I",10,1,"Confirmed"
"2008-11","B",1,"IG89","I",10,1,"Confirmed"
"2007/08-10/11","W",1,"SD47","B",10,1,"Present"
"2007/08-10/11","W",1,"SD84","B",10,1,"Present"
"2007/08-10/11","W",1,"SE16","B",10,1,"Present"
"2007/08-10/11","W",1,"SE18","B",10,1,"Present"
"2007/08-10/11","W",1,"SE31","B",10,1,"Present"
"2007/08-10/11","W",1,"SE36","B",10,1,"Present"
"2007/08-10/11","W",1,"SE77","B",10,1,"Present"
"2007/08-10/11","W",1,"SE92","B",10,1,"Present"
"2007/08-10/11","W",1,"SH12","B",10,1,"Present"
"2007/08-10/11","W",1,"SH22","B",10,1,"Present"
"2007/08-10/11","W",1,"SH23","B",10,1,"Present"
"2007/08-10/11","W",1,"SH24","B",10,1,"Present"
"2007/08-10/11","W",1,"SH27","B",10,1,"Present"
"2007/08-10/11","W",1,"SH28","B",10,1,"Present"
"2007/08-10/11","W",1,"SH32","B",10,1,"Present"
"2007/08-10/11","W",1,"SH33","B",10,1,"Present"
"2007/08-10/11","W",1,"SH34","B",10,1,"Present"
"2007/08-10/11","W",1,"SH36","B",10,1,"Present"
"2007/08-10/11","W",1,"SH37","B",10,1,"Present"
"2007/08-10/11","W",1,"SH39","B",10,1,"Present"
"2007/08-10/11","W",1,"SH43","B",10,1,"Present"
"2007/08-10/11","W",1,"SH44","B",10,1,"Present"
"2007/08-10/11","W",1,"SH45","B",10,1,"Present"
"2007/08-10/11","W",1,"SH46","B",10,1,"Present"
"2007/08-10/11","W",1,"SH48","B",10,1,"Present"
"2007/08-10/11","W",1,"SH49","B",10,1,"Present"
"2007/08-10/11","W",1,"SH50","B",10,1,"Present"
"2007/08-10/11","W",1,"SH52","B",10,1,"Present"
"2007/08-10/11","W",1,"SH53","B",10,1,"Present"
"2007/08-10/11","W",1,"SH57","B",10,1,"Present"
"2007/08-10/11","W",1,"SH58","B",10,1,"Present"
"2007/08-10/11","W",1,"SH61","B",10,1,"Present"
"2007/08-10/11","W",1,"SH67","B",10,1,"Present"
"2007/08-10/11","W",1,"SH68","B",10,1,"Present"
"2007/08-10/11","W",1,"SH77","B",10,1,"Present"
"2007/08-10/11","W",1,"SH78","B",10,1,"Present"
"2007/08-10/11","W",1,"SH87","B",10,1,"Present"
"2007/08-10/11","W",1,"SH88","B",10,1,"Present"
"2007/08-10/11","W",1,"SH97","B",10,1,"Present"
"2007/08-10/11","W",1,"SH98","B",10,1,"Present"
"2007/08-10/11","W",1,"SJ18","B",10,1,"Present"
"2007/08-10/11","W",1,"SJ28","B",10,1,"Present"
"2007/08-10/11","W",1,"SJ29","B",10,1,"Present"
"2007/08-10/11","W",1,"SJ39","B",10,1,"Present"
"2007/08-10/11","W",1,"SJ43","B",10,1,"Present"
"2007/08-10/11","W",1,"SK02","B",10,1,"Present"
"2007/08-10/11","W",1,"SK48","B",10,1,"Present"
"2007/08-10/11","W",1,"SK80","B",10,1,"Present"
"2007/08-10/11","W",1,"SK90","B",10,1,"Present"
"2007/08-10/11","W",1,"SM70","B",10,1,"Present"
"2007/08-10/11","W",1,"SM72","B",10,1,"Present"
"2007/08-10/11","W",1,"SM80","B",10,1,"Present"
"2007/08-10/11","W",1,"SM81","B",10,1,"Present"
"2007/08-10/11","W",1,"SM82","B",10,1,"Present"
"2007/08-10/11","W",1,"SM83","B",10,1,"Present"
"2007/08-10/11","W",1,"SM84","B",10,1,"Present"
"2007/08-10/11","W",1,"SM90","B",10,1,"Present"
"2007/08-10/11","W",1,"SM91","B",10,1,"Present"
"2007/08-10/11","W",1,"SM93","B",10,1,"Present"
"2007/08-10/11","W",1,"SM94","B",10,1,"Present"
"2007/08-10/11","W",1,"SN01","B",10,1,"Present"
"2007/08-10/11","W",1,"SN03","B",10,1,"Present"
"2007/08-10/11","W",1,"SN04","B",10,1,"Present"
"2007/08-10/11","W",1,"SN10","B",10,1,"Present"
"2007/08-10/11","W",1,"SN15","B",10,1,"Present"
"2007/08-10/11","W",1,"SN20","B",10,1,"Present"
"2007/08-10/11","W",1,"SN25","B",10,1,"Present"
"2007/08-10/11","W",1,"SN30","B",10,1,"Present"
"2007/08-10/11","W",1,"SN35","B",10,1,"Present"
"2007/08-10/11","W",1,"SN36","B",10,1,"Present"
"2007/08-10/11","W",1,"SN40","B",10,1,"Present"
"2007/08-10/11","W",1,"SN45","B",10,1,"Present"
"2007/08-10/11","W",1,"SN46","B",10,1,"Present"
"2007/08-10/11","W",1,"SN56","B",10,1,"Present"
"2007/08-10/11","W",1,"SN58","B",10,1,"Present"
"2007/08-10/11","W",1,"SN59","B",10,1,"Present"
"2007/08-10/11","W",1,"SN65","B",10,1,"Present"
"2007/08-10/11","W",1,"SN68","B",10,1,"Present"
"2007/08-10/11","W",1,"SN69","B",10,1,"Present"
"2007/08-10/11","W",1,"SO60","B",10,1,"Present"
"2007/08-10/11","W",1,"SO70","B",10,1,"Present"
"2007/08-10/11","W",1,"SP46","B",10,1,"Present"
"2007/08-10/11","W",1,"SP47","B",10,1,"Present"
"2007/08-10/11","W",1,"SP76","B",10,1,"Present"
"2007/08-10/11","W",1,"SP89","B",10,1,"Present"
"2007/08-10/11","W",1,"SP91","B",10,1,"Present"
"2007/08-10/11","W",1,"SR89","B",10,1,"Present"
"2007/08-10/11","W",1,"SR99","B",10,1,"Present"
"2007/08-10/11","W",1,"SS09","B",10,1,"Present"
"2007/08-10/11","W",1,"SS10","B",10,1,"Present"
"2007/08-10/11","W",1,"SS22","B",10,1,"Present"
"2007/08-10/11","W",1,"SS32","B",10,1,"Present"
"2007/08-10/11","W",1,"SS38","B",10,1,"Present"
"2007/08-10/11","W",1,"SS39","B",10,1,"Present"
"2007/08-10/11","W",1,"SS42","B",10,1,"Present"
"2007/08-10/11","W",1,"SS43","B",10,1,"Present"
"2007/08-10/11","W",1,"SS44","B",10,1,"Present"
"2007/08-10/11","W",1,"SS48","B",10,1,"Present"
"2007/08-10/11","W",1,"SS49","B",10,1,"Present"
"2007/08-10/11","W",1,"SS53","B",10,1,"Present"
"2007/08-10/11","W",1,"SS58","B",10,1,"Present"
"2007/08-10/11","W",1,"SS59","B",10,1,"Present"
"2007/08-10/11","W",1,"SS68","B",10,1,"Present"
"2007/08-10/11","W",1,"SS69","B",10,1,"Present"
"2007/08-10/11","W",1,"SS77","B",10,1,"Present"
"2007/08-10/11","W",1,"SS78","B",10,1,"Present"
"2007/08-10/11","W",1,"SS79","B",10,1,"Present"
"2007/08-10/11","W",1,"SS84","B",10,1,"Present"
"2007/08-10/11","W",1,"SS87","B",10,1,"Present"
"2007/08-10/11","W",1,"SS94","B",10,1,"Present"
"2007/08-10/11","W",1,"SS96","B",10,1,"Present"
"2007/08-10/11","W",1,"ST04","B",10,1,"Present"
"2007/08-10/11","W",1,"ST24","B",10,1,"Present"
"2007/08-10/11","W",1,"ST30","B",10,1,"Present"
"2007/08-10/11","W",1,"ST31","B",10,1,"Present"
"2007/08-10/11","W",1,"ST47","B",10,1,"Present"
"2007/08-10/11","W",1,"ST55","B",10,1,"Present"
"2007/08-10/11","W",1,"ST56","B",10,1,"Present"
"2007/08-10/11","W",1,"ST58","B",10,1,"Present"
"2007/08-10/11","W",1,"ST69","B",10,1,"Present"
"2007/08-10/11","W",1,"SU31","B",10,1,"Present"
"2007/08-10/11","W",1,"SU40","B",10,1,"Present"
"2007/08-10/11","W",1,"SU41","B",10,1,"Present"
"2007/08-10/11","W",1,"SU50","B",10,1,"Present"
"2007/08-10/11","W",1,"SU70","B",10,1,"Present"
"2007/08-10/11","W",1,"SU80","B",10,1,"Present"
"2007/08-10/11","W",1,"SU84","B",10,1,"Present"
"2007/08-10/11","W",1,"SV91","B",10,1,"Present"
"2007/08-10/11","W",1,"SW32","B",10,1,"Present"
"2007/08-10/11","W",1,"SW33","B",10,1,"Present"
"2007/08-10/11","W",1,"SW42","B",10,1,"Present"
"2007/08-10/11","W",1,"SW52","B",10,1,"Present"
"2007/08-10/11","W",1,"SW53","B",10,1,"Present"
"2007/08-10/11","W",1,"SW54","B",10,1,"Present"
"2007/08-10/11","W",1,"SW62","B",10,1,"Present"
"2007/08-10/11","W",1,"SW64","B",10,1,"Present"
